"","Labels","Levels","Class","Storage","NAs"
"MARITAL2","",2,"","integer",0
"MOBIL_I","",4,"","integer",0
"NUM_PHONE","",6,"","integer",19137
"NUM_CELLS_HH","",6,"","integer",0
"NUM_CELLS_PARENTS","",6,"","integer",139
"RACE_K","",3,"","integer",0
"RACEETHK","",4,"","integer",0
"RENT_OWN","",5,"","integer",0
"SEX","",4,"","integer",0
"ESTIAP","",61,"","integer",0
"EST_GRANT","",56,"","integer",841
"STATE","",54,"","integer",0
"D6R","",4,"","integer",3036
"D7","",2,"","integer",10541
"N_PRVR","",4,"","integer",0
"PROV_FAC","",7,"","integer",13257
"REGISTRY","",4,"","integer",13257
"VFC_ORDER","",4,"","integer",13257
"HEP_BRTH","",2,"","integer",13483
"HEP_FLAG","",2,"","integer",28296
"P_NUHEPX","",3,"","integer",28296
"P_NUHIBX","",3,"","integer",28296
"P_NUHPHB","",3,"","integer",28296
"P_NUMDAH","",3,"","integer",28296
"P_NUMDHI","",3,"","integer",28296
"P_NUMDIH","",3,"","integer",28296
"P_NUMDTA","",3,"","integer",28296
"P_NUMDTP","",3,"","integer",28296
"P_NUMFLU","",3,"","integer",28296
"P_NUMFLUL","",3,"","integer",28296
"P_NUMFLUM","",3,"","integer",28296
"P_NUMFLUN","",3,"","integer",28296
"P_NUMHEA","",3,"","integer",28296
"P_NUMHEN","",3,"","integer",28296
"P_NUMHEP","",3,"","integer",28296
"P_NUMHG","",3,"","integer",28296
"P_NUMHHY","",3,"","integer",28296
"P_NUMHIB","",3,"","integer",28296
"P_NUMHIN","",3,"","integer",28296
"P_NUMHION","",3,"","integer",28296
"P_NUMHM","",3,"","integer",28296
"P_NUMHS","",3,"","integer",28296
"P_NUMIPV","",3,"","integer",28296
"P_NUMMCN","",3,"","integer",28296
"P_NUMMMR","",3,"","integer",28296
"P_NUMMMRX","",3,"","integer",28296
"P_NUMMMX","",3,"","integer",28296
"P_NUMMP","",3,"","integer",28296
"P_NUMMPR","",3,"","integer",28296
"P_NUMMRV","",3,"","integer",28296
"P_NUMMS","",3,"","integer",28296
"P_NUMMSM","",3,"","integer",28296
"P_NUMMSR","",3,"","integer",28296
"P_NUMOLN","",3,"","integer",28296
"P_NUMOPV","",3,"","integer",28296
"P_NUMPCV","",3,"","integer",28296
"P_NUMPCP","",3,"","integer",28296
"P_NUMPCC","",3,"","integer",28296
"P_NUMPCC7","",3,"","integer",28296
"P_NUMPCC13","",3,"","integer",28296
"P_NUMPCCN","",3,"","integer",28296
"P_NUMPCN","",3,"","integer",28296
"P_NUMPOL","",3,"","integer",28296
"P_NUMRB","",3,"","integer",28296
"P_NUMRG","",3,"","integer",28296
"P_NUMRM","",3,"","integer",28296
"P_NUMRO","",3,"","integer",28296
"P_NUMROT","",3,"","integer",28296
"P_NUMTPN","",3,"","integer",28296
"P_NUMVRC","",3,"","integer",28296
"P_NUMVRN","",3,"","integer",28296
"P_NUMVRX","",3,"","integer",28296
"P_U12VRC","",2,"","integer",13012
"P_UTD331","",2,"","integer",13012
"P_UTD431","",2,"","integer",13012
"P_UTDHEP","",2,"","integer",13012
"P_UTDHEPA1","",3,"","integer",28296
"P_UTDHEPA2","",2,"","integer",13012
"P_UTDHIB","",2,"","integer",13012
"P_UTDHIB_ROUT_S","",2,"","integer",13012
"P_UTDHIB_SHORT_S","",2,"","integer",13012
"P_UTDMCV","",2,"","integer",13012
"P_UTDMMX","",2,"","integer",13012
"P_UTDPC3","",2,"","integer",13012
"P_UTDPCV","",2,"","integer",13012
"P_UTDPCVB13","",3,"","integer",13012
"P_UTDPOL","",2,"","integer",13012
"P_UTDROT_S","",2,"","integer",13012
"P_UTDTP3","",2,"","integer",13012
"P_UTDTP4","",2,"","integer",13012
"PU431331","",2,"","integer",13012
"P_UTD431H31_ROUT_S","",2,"","integer",13012
"PU431_31","",2,"","integer",13012
"PU4313313","",2,"","integer",13012
"P_UTD431H313_ROUT_S","",2,"","integer",13012
"PU4313314","",2,"","integer",13012
"P_UTD431H314_ROUT_S","",2,"","integer",13012
"PU431_314","",2,"","integer",13012
"PUT43133","",2,"","integer",13012
"P_UTD431H3_ROUT_S","",2,"","integer",13012
"PUTD4313","",2,"","integer",13012
"P_UTD431H_ROUT_S","",2,"","integer",13012
"U1D_HEP","",3,"","integer",28296
"U2D_HEP","",3,"","integer",28296
"U3D_HEP","",3,"","integer",28296
"DDTP1","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #1",0,"integer","integer",13489
"DDTP2","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #2",0,"integer","integer",13661
"DDTP3","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #3",0,"integer","integer",13884
"DDTP4","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #4",0,"integer","integer",15163
"DDTP5","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #5",0,"integer","integer",28078
"DDTP6","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #6",0,"integer","integer",28288
"DDTP7","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #7",0,"logical","logical",28296
"DDTP8","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #8",0,"logical","logical",28296
"DDTP9","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #9",0,"logical","logical",28296
"DFLU1","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #1",0,"integer","integer",17191
"DFLU2","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #2",0,"integer","integer",19006
"DFLU3","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #3",0,"integer","integer",21988
"DFLU4","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #4",0,"integer","integer",26468
"DFLU5","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #5",0,"integer","integer",28209
"DFLU6","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #6",0,"integer","integer",28291
"DFLU7","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #7",0,"integer","integer",28295
"DFLU8","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #8",0,"logical","logical",28296
"DFLU9","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #9",0,"logical","logical",28296
"DHEPA1","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #1",0,"integer","integer",14923
"DHEPA2","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #2",0,"integer","integer",18045
"DHEPA3","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #3",0,"integer","integer",28214
"DHEPA4","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #4",0,"integer","integer",28293
"DHEPA5","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #5",0,"logical","logical",28296
"DHEPA6","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #6",0,"logical","logical",28296
"DHEPA7","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #7",0,"logical","logical",28296
"DHEPA8","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #8",0,"logical","logical",28296
"DHEPA9","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #9",0,"logical","logical",28296
"DHEPB1","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #1",0,"integer","integer",13483
"DHEPB2","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #2",0,"integer","integer",13837
"DHEPB3","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #3",0,"integer","integer",14283
"DHEPB4","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #4",0,"integer","integer",23193
"DHEPB5","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #5",0,"integer","integer",28088
"DHEPB6","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #6",0,"integer","integer",28291
"DHEPB7","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #7",0,"integer","integer",28295
"DHEPB8","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #8",0,"logical","logical",28296
"DHEPB9","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #9",0,"logical","logical",28296
"DHIB1","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #1",0,"integer","integer",13543
"DHIB2","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #2",0,"integer","integer",13788
"DHIB3","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #3",0,"integer","integer",14194
"DHIB4","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #4",0,"integer","integer",18220
"DHIB5","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #5",0,"integer","integer",28139
"DHIB6","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #6",0,"integer","integer",28288
"DHIB7","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #7",0,"integer","integer",28295
"DHIB8","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #8",0,"logical","logical",28296
"DHIB9","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #9",0,"logical","logical",28296
"DMMR1","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #1",0,"integer","integer",14101
"DMMR2","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #2",0,"integer","integer",27956
"DMMR3","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #3",0,"integer","integer",28288
"DMMR4","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #4",0,"logical","logical",28296
"DMMR5","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #5",0,"logical","logical",28296
"DMMR6","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #6",0,"logical","logical",28296
"DMMR7","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #7",0,"logical","logical",28296
"DMMR8","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #8",0,"logical","logical",28296
"DMMR9","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #9",0,"logical","logical",28296
"DMP1","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #1",0,"logical","logical",28296
"DMP2","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #2",0,"logical","logical",28296
"DMP3","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #3",0,"logical","logical",28296
"DMP4","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #4",0,"logical","logical",28296
"DMP5","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #5",0,"logical","logical",28296
"DMP6","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #6",0,"logical","logical",28296
"DMP7","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #7",0,"logical","logical",28296
"DMP8","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #8",0,"logical","logical",28296
"DMP9","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #9",0,"logical","logical",28296
"DMPRB1","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #1",0,"logical","logical",28296
"DMPRB2","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #2",0,"logical","logical",28296
"DMPRB3","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #3",0,"logical","logical",28296
"DMPRB4","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #4",0,"logical","logical",28296
"DMPRB5","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #5",0,"logical","logical",28296
"DMPRB6","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #6",0,"logical","logical",28296
"DMPRB7","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #7",0,"logical","logical",28296
"DMPRB8","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #8",0,"logical","logical",28296
"DMPRB9","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #9",0,"logical","logical",28296
"DPCV1","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #1",0,"integer","integer",13578
"DPCV2","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #2",0,"integer","integer",13796
"DPCV3","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #3",0,"integer","integer",14122
"DPCV4","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #4",0,"integer","integer",15336
"DPCV5","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #5",0,"integer","integer",28113
"DPCV6","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #6",0,"integer","integer",28293
"DPCV7","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #7",0,"integer","integer",28295
"DPCV8","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #8",0,"logical","logical",28296
"DPCV9","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #9",0,"logical","logical",28296
"DPOLIO1","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #1",0,"integer","integer",13576
"DPOLIO2","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #2",0,"integer","integer",13755
"DPOLIO3","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #3",0,"integer","integer",14079
"DPOLIO4","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #4",0,"integer","integer",25325
"DPOLIO5","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #5",0,"integer","integer",28226
"DPOLIO6","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #6",0,"integer","integer",28288
"DPOLIO7","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #7",0,"logical","logical",28296
"DPOLIO8","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #8",0,"logical","logical",28296
"DPOLIO9","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #9",0,"logical","logical",28296
"DRB1","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #1",0,"logical","logical",28296
"DRB2","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #2",0,"logical","logical",28296
"DRB3","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #3",0,"logical","logical",28296
"DRB4","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #4",0,"logical","logical",28296
"DRB5","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #5",0,"logical","logical",28296
"DRB6","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #6",0,"logical","logical",28296
"DRB7","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #7",0,"logical","logical",28296
"DRB8","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #8",0,"logical","logical",28296
"DRB9","AGE IN DAYS OF PROV-REPTD RUBELLA-ONLY SHOT #9",0,"logical","logical",28296
"DROT1","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #1",0,"integer","integer",14759
"DROT2","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #2",0,"integer","integer",15309
"DROT3","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #3",0,"integer","integer",19495
"DROT4","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #4",0,"integer","integer",28273
"DROT5","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #5",0,"integer","integer",28295
"DROT6","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #6",0,"logical","logical",28296
"DROT7","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #7",0,"logical","logical",28296
"DROT8","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #8",0,"logical","logical",28296
"DROT9","AGE IN DAYS OF PROV-REPTD ROTAVIRUS-CONTAINING SHOT #9",0,"logical","logical",28296
"DVRC1","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #1",0,"integer","integer",14255
"DVRC2","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #2",0,"integer","integer",28069
"DVRC3","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #3",0,"integer","integer",28292
"DVRC4","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #4",0,"logical","logical",28296
"DVRC5","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #5",0,"logical","logical",28296
"DVRC6","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #6",0,"logical","logical",28296
"DVRC7","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #7",0,"logical","logical",28296
"DVRC8","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #8",0,"logical","logical",28296
"DVRC9","AGE IN DAYS OF PROV-REPTD VARICELLA-CONTAINING SHOT #9",0,"logical","logical",28296
"DTP1_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #1",0,"integer","integer",13489
"DTP2_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #2",0,"integer","integer",13661
"DTP3_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #3",0,"integer","integer",13884
"DTP4_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #4",0,"integer","integer",15163
"DTP5_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #5",0,"integer","integer",28078
"DTP6_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #6",0,"integer","integer",28288
"DTP7_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #7",0,"logical","logical",28296
"DTP8_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #8",0,"logical","logical",28296
"DTP9_AGE","AGE IN MONTHS OF PROV-REPTD DT-CONTAINING SHOT #9",0,"logical","logical",28296
"FLU1_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #1",0,"integer","integer",17191
"FLU2_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #2",0,"integer","integer",19006
"FLU3_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #3",0,"integer","integer",21988
"FLU4_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #4",0,"integer","integer",26468
"FLU5_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #5",0,"integer","integer",28209
"FLU6_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #6",0,"integer","integer",28291
"FLU7_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #7",0,"integer","integer",28295
"FLU8_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #8",0,"logical","logical",28296
"FLU9_AGE","AGE IN MONTHS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #9",0,"logical","logical",28296
"HEA1_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #1",0,"integer","integer",14923
"HEA2_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #2",0,"integer","integer",18045
"HEA3_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #3",0,"integer","integer",28214
"HEA4_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #4",0,"integer","integer",28293
"HEA5_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #5",0,"logical","logical",28296
"HEA6_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #6",0,"logical","logical",28296
"HEA7_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #7",0,"logical","logical",28296
"HEA8_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #8",0,"logical","logical",28296
"HEA9_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #9",0,"logical","logical",28296
"HEP1_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #1",0,"integer","integer",13483
"HEP2_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #2",0,"integer","integer",13837
"HEP3_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #3",0,"integer","integer",14283
"HEP4_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #4",0,"integer","integer",23193
"HEP5_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #5",0,"integer","integer",28088
"HEP6_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #6",0,"integer","integer",28291
"HEP7_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #7",0,"integer","integer",28295
"HEP8_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #8",0,"logical","logical",28296
"HEP9_AGE","AGE IN MONTHS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #9",0,"logical","logical",28296
"HIB1_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #1",0,"integer","integer",13543
"HIB2_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #2",0,"integer","integer",13788
"HIB3_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #3",0,"integer","integer",14194
"HIB4_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #4",0,"integer","integer",18220
"HIB5_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #5",0,"integer","integer",28139
"HIB6_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #6",0,"integer","integer",28288
"HIB7_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #7",0,"integer","integer",28295
"HIB8_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #8",0,"logical","logical",28296
"HIB9_AGE","AGE IN MONTHS OF PROV-REPTD HIB-CONTAINING SHOT #9",0,"logical","logical",28296
"MMR1_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #1",0,"integer","integer",14101
"MMR2_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #2",0,"integer","integer",27956
"MMR3_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #3",0,"integer","integer",28288
"MMR4_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #4",0,"logical","logical",28296
"MMR5_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #5",0,"logical","logical",28296
"MMR6_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #6",0,"logical","logical",28296
"MMR7_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #7",0,"logical","logical",28296
"MMR8_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #8",0,"logical","logical",28296
"MMR9_AGE","AGE IN MONTHS OF PROV-REPTD MEASLES-CONTAINING SHOT #9",0,"logical","logical",28296
"MP1_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #1",0,"logical","logical",28296
"MP2_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #2",0,"logical","logical",28296
"MP3_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #3",0,"logical","logical",28296
"MP4_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #4",0,"logical","logical",28296
"MP5_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #5",0,"logical","logical",28296
"MP6_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #6",0,"logical","logical",28296
"MP7_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #7",0,"logical","logical",28296
"MP8_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #8",0,"logical","logical",28296
"MP9_AGE","AGE IN MONTHS OF PROV-REPTD MUMPS-ONLY SHOT #9",0,"logical","logical",28296
