"","Labels","Levels","Class","Storage","NAs"
"P_NUHIBX","NUMBER OF HIB-ONLY SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUHPHB","NUMBER OF HEPATITIS B/HIB COMBO SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMDAH","NUMBER OF DTAP/HIB COMBO SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMDHI","NUMBER OF DTAP/HEPB/IPV COMBO SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMDIH","NUMBER OF DTAP/IPV/HIB COMBO SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMDTA","NUMBER OF DTAP-ONLY SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMDTP","NUMBER OF DT-CONTAINING SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMFLU","NUMBER OF SEASONAL FLU-CONTAINING VACCINATIONS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMFLUL","NUMBER OF SEASONAL FLU-CONTAINING VACCINATIONS OF UNKNOWN TYPE BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMFLUM","NUMBER OF SEASONAL FLU SPRAY VACCINATIONS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMFLUN","NUMBER OF INJECTED SEASONAL FLU VACCINATIONS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMHEA","NUMBER OF HEPATITIS A-CONTAINING SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMHEN","NUMBER OF HEPATITIS B-CONTAINING SHOTS OF UNKNOWN TYPE BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMHEP","NUMBER OF HEPATITIS B-CONTAINING SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMHG","NUMBER OF HIB-GLAXOSMITHKLINE SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMHHY","NUMBER OF HIB-MENCY SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMHIB","NUMBER OF HIB-CONTAINING SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMHIN","NUMBER OF HIB-CONTAINING SHOTS OF UNKNOWN TYPE BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMHION","NUMBER OF HIB-ONLY SHOTS OF UNKNOWN TYPE BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMHM","NUMBER OF HIB-MERCK SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMHS","NUMBER OF HIB-SANOFI SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMIPV","NUMBER OF IPV-ONLY SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMMCN","NUMBER OF MEASLES-CONTAINING SHOTS OF UNKNOWN TYPE BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMMMR","NUMBER OF MEASLES-CONTAINING SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMMMRX","NUMBER OF MMR-ONLY SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMMMX","NUMBER OF MMR-CONTAINING SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMMP","NUMBER OF MUMPS-ONLY SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMMPR","NUMBER OF (MUMPS/RUBELLA)-ONLY SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMMRV","NUMBER OF MMR/VARICELLA COMBO SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMMS","NUMBER OF MEASLES-ONLY SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMMSM","NUMBER OF MEASLES/MUMPS COMBO SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMMSR","NUMBER OF MEASLES/RUBELLA COMBO SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMOLN","NUMBER OF POLIO SHOTS OF UNKNOWN TYPE BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMOPV","NUMBER OF OPV-ONLY SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMPCV","NUMBER OF PNEUMOCOCCAL-CONTAINING SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMPCP","NUMBER OF PNEUMOCOCCAL POLYSACCHARIDE SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMPCC","NUMBER OF PNEUMOCOCCAL CONJUGATE SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMPCC7","NUMBER OF PNEUMOCOCCAL CONJUGATE-7 SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMPCC13","NUMBER OF PNEUMOCOCCAL CONJUGATE-13 SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMPCCN","NUMBER OF PNEUMOCOCCAL CONJUGATE SHOTS OF UNKNOWN TYPE BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMPCN","NUMBER OF PNEUMOCOCCAL SHOTS OF UNKNOWN TYPE BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMPOL","NUMBER OF POLIO-CONTAINING SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMRB","NUMBER OF RUBELLA-ONLY SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMRG","NUMBER OF ROTARIX-GSK SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMRM","NUMBER OF ROTATEQ-MERCK SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMRO","NUMBER OF ROTAVIRUS SHOTS OF UNKNOWN TYPE BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HOUSEHOLD INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMROT","NUMBER OF ROTAVIRUS-CONTAINING SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMTPN","NUMBER OF DT-CONTAINING SHOTS OF UNKNOWN TYPE BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMVRC","NUMBER OF VARICELLA-CONTAINING SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMVRN","NUMBER OF VARICELLA-CONTAINING SHOTS OF UNKNOWN TYPE BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_NUMVRX","NUMBER OF VARICELLA-ONLY SHOTS BY 36 MONTHS OF AGE DETERMINED FROM PROVIDER INFO, EXCLUDING ANY VACCINATIONS AFTER THE HH INTERVIEW DATE.",0,"integer","integer",17157
"P_U12VRC","",2,"","integer",17157
"P_UTD331","",2,"","integer",17157
"P_UTD431","",2,"","integer",17157
"P_UTDHEP","",2,"","integer",17157
"P_UTDHEPA1","",2,"","integer",17157
"P_UTDHEPA2","",2,"","integer",17157
"P_UTDHIB","",2,"","integer",17157
"P_UTDHIB_ROUT_S","",2,"","integer",17157
"P_UTDHIB_SHORT_S","",2,"","integer",17157
"P_UTDMCV","",2,"","integer",17157
"P_UTDMMX","",2,"","integer",17157
"P_UTDPC3","",2,"","integer",17157
"P_UTDPCV","",2,"","integer",17157
"P_UTDPCVB13","",3,"","integer",17157
"P_UTDPOL","",2,"","integer",17157
"P_UTDROT_S","",2,"","integer",17157
"P_UTDTP3","",2,"","integer",17157
"P_UTDTP4","",2,"","integer",17157
"PU431331","",2,"","integer",17157
"P_UTD431H31_ROUT_S","",2,"","integer",17157
"PU4313313","",2,"","integer",17157
"P_UTD431H313_ROUT_S","",2,"","integer",17157
"PU4313314","",2,"","integer",17157
"P_UTD431H314_ROUT_S","",2,"","integer",17157
"PUT43133","",2,"","integer",17157
"P_UTD431H3_ROUT_S","",2,"","integer",17157
"PUTD4313","",2,"","integer",17157
"P_UTD431H_ROUT_S","",2,"","integer",17157
"U24_FLU_24D","",2,"","integer",17157
"U19_FLU_24D","",2,"","integer",17157
"U24_FLU3_24D","",2,"","integer",17157
"U1D_HEP","",2,"","integer",17157
"U2D_HEP","",2,"","integer",17157
"U3D_HEP","",2,"","integer",17157
"DDTP1","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #1",0,"integer","integer",17692
"DDTP2","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #2",0,"integer","integer",17870
"DDTP3","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #3",0,"integer","integer",18118
"DDTP4","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #4",0,"integer","integer",19652
"DDTP5","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #5",0,"integer","integer",36424
"DDTP6","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #6",0,"integer","integer",36718
"DDTP7","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #7",0,"integer","integer",36742
"DDTP8","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #8",0,"logical","logical",36750
"DDTP9","AGE IN DAYS OF PROV-REPTD DT-CONTAINING SHOT #9",0,"logical","logical",36750
"DFLU1","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #1",0,"integer","integer",21148
"DFLU2","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #2",0,"integer","integer",22863
"DFLU3","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #3",0,"integer","integer",26387
"DFLU4","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #4",0,"integer","integer",33047
"DFLU5","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #5",0,"integer","integer",36517
"DFLU6","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #6",0,"integer","integer",36735
"DFLU7","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #7",0,"integer","integer",36749
"DFLU8","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #8",0,"logical","logical",36750
"DFLU9","AGE IN DAYS OF PROV-REPTD SEASONAL FLU-CONTAINING VACCINATION #9",0,"logical","logical",36750
"DHEPA1","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #1",0,"integer","integer",18992
"DHEPA2","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #2",0,"integer","integer",22652
"DHEPA3","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #3",0,"integer","integer",36640
"DHEPA4","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #4",0,"integer","integer",36744
"DHEPA5","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #5",0,"logical","logical",36750
"DHEPA6","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #6",0,"logical","logical",36750
"DHEPA7","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #7",0,"logical","logical",36750
"DHEPA8","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #8",0,"logical","logical",36750
"DHEPA9","AGE IN DAYS OF PROV-REPTD HEPATITIS A-CONTAINING SHOT #9",0,"logical","logical",36750
"DHEPB1","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #1",0,"integer","integer",17612
"DHEPB2","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #2",0,"integer","integer",17975
"DHEPB3","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #3",0,"integer","integer",18467
"DHEPB4","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #4",0,"integer","integer",29733
"DHEPB5","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #5",0,"integer","integer",36449
"DHEPB6","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #6",0,"integer","integer",36726
"DHEPB7","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #7",0,"integer","integer",36743
"DHEPB8","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #8",0,"logical","logical",36750
"DHEPB9","AGE IN DAYS OF PROV-REPTD HEPATITIS B-CONTAINING SHOT #9",0,"logical","logical",36750
"DHIB1","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #1",0,"integer","integer",17741
"DHIB2","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #2",0,"integer","integer",17982
"DHIB3","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #3",0,"integer","integer",18471
"DHIB4","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #4",0,"integer","integer",23881
"DHIB5","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #5",0,"integer","integer",36584
"DHIB6","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #6",0,"integer","integer",36742
"DHIB7","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #7",0,"integer","integer",36747
"DHIB8","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #8",0,"logical","logical",36750
"DHIB9","AGE IN DAYS OF PROV-REPTD HIB-CONTAINING SHOT #9",0,"logical","logical",36750
"DMMR1","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #1",0,"integer","integer",18305
"DMMR2","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #2",0,"integer","integer",35762
"DMMR3","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #3",0,"integer","integer",36736
"DMMR4","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #4",0,"logical","logical",36750
"DMMR5","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #5",0,"logical","logical",36750
"DMMR6","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #6",0,"logical","logical",36750
"DMMR7","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #7",0,"logical","logical",36750
"DMMR8","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #8",0,"logical","logical",36750
"DMMR9","AGE IN DAYS OF PROV-REPTD MEASLES-CONTAINING SHOT #9",0,"logical","logical",36750
"DMP1","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #1",0,"integer","integer",36749
"DMP2","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #2",0,"logical","logical",36750
"DMP3","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #3",0,"logical","logical",36750
"DMP4","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #4",0,"logical","logical",36750
"DMP5","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #5",0,"logical","logical",36750
"DMP6","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #6",0,"logical","logical",36750
"DMP7","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #7",0,"logical","logical",36750
"DMP8","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #8",0,"logical","logical",36750
"DMP9","AGE IN DAYS OF PROV-REPTD MUMPS-ONLY SHOT #9",0,"logical","logical",36750
"DMPRB1","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #1",0,"logical","logical",36750
"DMPRB2","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #2",0,"logical","logical",36750
"DMPRB3","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #3",0,"logical","logical",36750
"DMPRB4","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #4",0,"logical","logical",36750
"DMPRB5","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #5",0,"logical","logical",36750
"DMPRB6","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #6",0,"logical","logical",36750
"DMPRB7","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #7",0,"logical","logical",36750
"DMPRB8","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #8",0,"logical","logical",36750
"DMPRB9","AGE IN DAYS OF PROV-REPTD (MUMPS/RUBELLA)-ONLY SHOT #9",0,"logical","logical",36750
"DPCV1","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #1",0,"integer","integer",17782
"DPCV2","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #2",0,"integer","integer",17981
"DPCV3","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #3",0,"integer","integer",18324
"DPCV4","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #4",0,"integer","integer",19808
"DPCV5","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #5",0,"integer","integer",36548
"DPCV6","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #6",0,"integer","integer",36743
"DPCV7","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #7",0,"integer","integer",36747
"DPCV8","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #8",0,"logical","logical",36750
"DPCV9","AGE IN DAYS OF PROV-REPTD PNEUMOCOCCAL-CONTAINING SHOT #9",0,"logical","logical",36750
"DPOLIO1","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #1",0,"integer","integer",17760
"DPOLIO2","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #2",0,"integer","integer",17941
"DPOLIO3","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #3",0,"integer","integer",18258
"DPOLIO4","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #4",0,"integer","integer",31603
"DPOLIO5","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #5",0,"integer","integer",36631
"DPOLIO6","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #6",0,"integer","integer",36735
"DPOLIO7","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #7",0,"integer","integer",36749
"DPOLIO8","AGE IN DAYS OF PROV-REPTD POLIO-CONTAINING SHOT #8",0,"logical","logical",36750
